Country,Year,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million
Hungary,353,,,,,6375,,,,660
Hungary,354,,,,,7402,,,,766
Hungary,355,71000,,,,8429,0.73,,,873
Hungary,356,78579,,,7579,9083,0.81,,,940
Hungary,357,86929,,,8350,9418,0.9,,,975
Hungary,358,96101,,,9172,9229,0.99,,,955
Hungary,359,105728,,,9627,9026,1.09,,,934
Hungary,360,112847,,,7119,8688,1.17,,,899
Hungary,361,119944,,,7097,8347,1.24,,,864
Hungary,362,123188,,,3244,7455,1.28,,,772
Hungary,363,131332,129689,1643,8144,7536,1.36,1.34,0.02,780
Hungary,364,133257,130318,2939,1925,6618,1.38,1.35,0.03,685
Hungary,365,138584,134554,4030,5327,6069,1.43,1.39,0.04,628
Hungary,366,144798,138983,5815,6214,5581,1.5,1.44,0.06,578
Hungary,367,150128,143184,6944,5330,5326,1.55,1.48,0.07,551
Hungary,368,153392,145257,8135,3264,4778,1.59,1.5,0.08,495
Hungary,369,156098,146695,9403,2706,4701,1.62,1.52,0.1,487
Hungary,370,162315,149676,12639,6217,4426,1.68,1.55,0.13,458
Hungary,371,170476,152704,17772,8161,5317,1.76,1.58,0.18,550
Hungary,372,187508,161215,26293,17032,6989,1.94,1.67,0.27,723
Hungary,373,213010,175283,37727,25502,9745,2.2,1.81,0.39,1009
Hungary,374,247889,198283,49606,34879,13966,2.57,2.05,0.51,1446
Hungary,375,278830,222005,56825,30941,17920,2.89,2.3,0.59,1855
Hungary,376,299138,237872,61266,20308,20434,3.1,2.46,0.63,2115
Hungary,377,311662,243136,68526,12524,21335,3.23,2.52,0.71,2209
Hungary,378,322306,247270,75036,10644,21690,3.34,2.56,0.78,2245
Hungary,379,334130,249687,84452,11824,20946,3.46,2.58,0.87,2168
Hungary,380,357303,264530,92773,23173,20613,3.7,2.74,0.96,2134
Hungary,381,381062,279410,101652,23759,19025,3.94,2.89,1.05,1969
Hungary,382,391621,286379,105242,10559,16113,4.05,2.96,1.09,1668
Iceland,344,4875,4875,,,,1.43,1.43,,
Iceland,345,,,,,63,,,,185
Iceland,346,,,,,63,,,,185
Iceland,347,,,,,63,,,,185
Iceland,348,,,,,63,,,,185
Iceland,349,,,,,63,,,,185
Iceland,350,,,,,63,,,,185
Iceland,351,,,,,63,,,,185
Iceland,352,,,,,63,,,,185
Iceland,353,,,,,63,,,,185
Iceland,354,,,,,63,,,,185
Iceland,355,,,,,63,,,,185
Iceland,356,,,,,63,,,,185
Iceland,357,,,,,63,,,,185
Iceland,358,,,,,63,,,,185
Iceland,359,,,,,63,,,,185
Iceland,360,,,,,63,,,,185
Iceland,361,,,,,63,,,,185
Iceland,362,,,,,63,,,,185
Iceland,363,,,,,63,,,,185
Iceland,364,,,,,63,,,,185
Iceland,365,6205,5725,480,,63,1.82,1.68,0.14,185
Iceland,366,,,,,312,,,,914
Iceland,367,,,,,560,,,,1641
Iceland,368,,,,,809,,,,2371
Iceland,369,,,,,1057,,,,3097
Iceland,370,15220,10433,4787,,1306,4.46,3.06,1.4,3827
Iceland,371,,,,,1318,,,,3862
Iceland,372,15522,10702,4820,,1331,4.55,3.14,1.41,3900
Iceland,373,,,,,1103,,,,3232
Iceland,374,,,,,874,,,,2561
Iceland,375,,,,,646,,,,1893
Iceland,376,,,,,417,,,,1222
Iceland,377,,,,,189,,,,554
Iceland,378,,,,,197,,,,577
Iceland,379,16951,12098,4853,,204,4.97,3.55,1.42,598
Iceland,380,,,,,215,,,,630
Iceland,381,17515,12660,4855,,226,5.13,3.71,1.42,662
India,360,0,,,,,0,,,
India,361,191181,,,191181,191181,0.01,,,139
India,362,224301,,,33120,112150,0.02,,,81
India,363,454049,,,229748,151350,0.03,,,110
India,364,674835,,,220786,168709,0.05,,,122
India,365,806484,,,131649,161297,0.06,,,117
India,366,1043534,,,237050,173922,0.08,,,126
India,367,1390592,,,347058,198656,0.1,,,144
India,368,1582201,,,191609,198717,0.11,,,144
India,369,1615504,,,33303,198743,0.12,,,144
India,370,2023809,,,408305,224251,0.15,,,163
India,371,2029480,,,5671,193521,0.15,,,140
India,372,2355979,,,326499,221356,0.17,,,160
India,373,2928053,,,572074,269217,0.21,,,195
India,374,3500027,,,571974,301348,0.25,,,218
India,375,3744334,,,244307,308876,0.27,,,224
India,376,3758843,,,14509,306191,0.27,,,222
India,377,3950156,,,191313,275192,0.29,,,199
India,378,4138918,,,188762,301348,0.3,,,218
India,379,4449552,,,310634,299082,0.32,,,217
India,380,4959445,,,509893,290199,0.36,,,210
India,381,5416849,,,457404,273832,0.39,,,198
India,382,5775322,,,358473,290141,0.42,,,210
Indonesia,357,0,,,,,0,,,
Indonesia,358,,,,,13200,,,,48
Indonesia,359,,,,,13200,,,,48
Indonesia,360,,,,,13200,,,,48
Indonesia,361,,,,,13200,,,,48
Indonesia,362,,,,,13200,,,,48
Indonesia,363,,,,,13200,,,,48
Indonesia,364,,,,,13200,,,,48
Indonesia,365,,,,,13200,,,,48
Indonesia,366,,,,,13200,,,,48
Indonesia,367,132000,,,,13200,0.05,,,48
Indonesia,368,,,,,12546,,,,46
Indonesia,369,149242,,,,11892,0.05,,,43
Indonesia,370,161959,,,12717,11823,0.06,,,43
Indonesia,371,245685,,,83726,21898,0.09,,,80
Indonesia,372,308003,,,62318,28915,0.11,,,106
Indonesia,373,373786,368318,5468,65783,36427,0.14,0.13,0,133
Indonesia,374,416299,405012,11287,42513,40614,0.15,0.15,0,148
Indonesia,375,502955,482145,20810,86656,51762,0.18,0.18,0.01,189
Indonesia,376,515681,493133,22548,12726,52348,0.19,0.18,0.01,191
Indonesia,377,574938,539532,35406,59257,58997,0.21,0.2,0.01,216
Indonesia,378,648259,596260,51999,73321,57511,0.24,0.22,0.02,210
Indonesia,379,717647,646026,71621,69388,58521,0.26,0.24,0.03,214
Indonesia,380,796819,700266,96553,79172,60433,0.29,0.26,0.04,221
Indonesia,381,865609,744884,120725,68790,64187,0.32,0.27,0.04,235
Indonesia,382,914303,777096,137207,48694,58764,0.33,0.28,0.05,215
Ireland,345,1800,,,,,0.04,,,
Ireland,346,,,,,550,,,,111
Ireland,347,,,,,550,,,,111
Ireland,348,,,,,550,,,,111
Ireland,349,4000,,,,550,0.08,,,111
Ireland,350,,,,,1194,,,,242
Ireland,351,,,,,1624,,,,329
Ireland,352,15314,,,,1931,0.31,,,391
Ireland,353,,,,,3028,,,,613
Ireland,354,,,,,4124,,,,835
Ireland,355,40000,,,,5221,0.81,,,1057
Ireland,356,,,,,6919,,,,1401
Ireland,357,,,,,8157,,,,1652
Ireland,358,77303,,,,9394,1.57,,,1902
Ireland,359,,,,,9452,,,,1914
Ireland,360,,,,,8873,,,,1797
Ireland,361,,,,,8293,,,,1679
Ireland,362,94000,,,,7714,1.9,,,1562
Ireland,363,,,,,7267,,,,1472
Ireland,364,,,,,6819,,,,1381
Ireland,365,121900,,,,6371,2.47,,,1290
Ireland,366,,,,,6528,,,,1322
Ireland,367,,,,,6686,,,,1354
Ireland,368,,,,,6843,,,,1386
Ireland,369,143000,,,,7000,2.9,,,1418
Ireland,370,,,,,6552,,,,1327
Ireland,371,,,,,6105,,,,1236
Ireland,372,161500,147700,13800,,5657,3.27,2.99,0.28,1146
Ireland,373,,,,,6271,,,,1270
Ireland,374,,,,,6886,,,,1395
Ireland,375,,,,,7500,,,,1519
Ireland,376,199800,150500,49300,,8114,4.05,3.05,1,1643
Ireland,377,,,,,8157,,,,1652
Ireland,378,,,,,8200,,,,1661
Ireland,379,219200,152200,67000,,8243,4.44,3.08,1.36,1669
Isle of Man,366,3558,,,,,4.18,,,
Isle of Man,367,3648,,,90,90,4.29,,,1058
Isle of Man,368,,,,,138,,,,1623
Isle of Man,369,,,,,155,,,,1823
Isle of Man,370,4209,3897,312,,163,4.95,4.58,0.37,1917
Isle of Man,371,4886,4247,639,677,266,5.75,4.99,0.75,3128
Isle of Man,372,5587,4550,1037,701,338,6.57,5.35,1.22,3975
Isle of Man,373,6281,5243,1038,694,389,7.39,6.17,1.22,4575
Isle of Man,374,6859,5829,1030,578,459,8.07,6.86,1.21,5398
Isle of Man,375,,,,,484,,,,5692
Isle of Man,376,,,,,508,,,,5974
Isle of Man,377,,,,,533,,,,6268
Isle of Man,378,8302,6883,1419,,488,9.76,8.09,1.67,5739
Isle of Man,379,9563,7387,2176,1261,568,11.25,8.69,2.56,6680
Isle of Man,380,10213,8030,2183,650,562,12.01,9.44,2.57,6609
Isle of Man,381,10224,8041,2183,11,481,12.02,9.46,2.57,5657
Isle of Man,382,10852,8669,2183,628,519,12.76,10.19,2.57,6104
Israel,333,57,57,,,,0,0,,
Israel,334,7371,7371,,7314,7314,0.09,0.09,,845
Israel,335,32131,32131,,24760,16037,0.37,0.37,,1853
Israel,336,76486,76486,,44355,25476,0.88,0.88,,2943
Israel,337,138675,138675,,62189,34654,1.6,1.6,,4004
Israel,338,211323,211323,,72648,42253,2.44,2.44,,4882
Israel,339,249317,249317,,37994,41543,2.88,2.88,,4800
Israel,340,281348,281348,,32031,40184,3.25,3.25,,4643
Israel,341,384709,384709,,103361,53905,4.44,4.44,,6228
Israel,342,517714,517714,,133005,69369,5.98,5.98,,8014
Israel,343,671664,671664,,153950,85025,7.76,7.76,,9823
Israel,344,822134,822134,,150470,97637,9.5,9.5,,11280
Israel,345,978720,978720,,156586,109628,11.31,11.31,,12666
Israel,346,1049298,1049298,,70578,114283,12.12,12.12,,13203
Israel,347,1120248,1120248,,70950,119843,12.94,12.94,,13846
Israel,348,1267286,1267286,,147038,126082,14.64,14.64,,14567
Israel,349,1407048,1407046,2,139762,127048,16.26,16.26,0,14678
Israel,350,1530050,1530048,2,123002,122627,17.68,17.68,0,14167
Israel,351,1630829,1630827,2,100779,115528,18.84,18.84,0,13347
Israel,352,1744581,1744575,6,113752,109409,20.16,20.16,0,12640
Israel,353,1809926,1809915,11,65345,108661,20.91,20.91,0,12554
Israel,354,1853885,1853848,37,43959,104805,21.42,21.42,0,12108
Israel,355,1896743,1890745,5998,42858,89922,21.91,21.84,0.07,10389
Israel,356,1936101,1911037,25064,39358,75579,22.37,22.08,0.29,8732
Israel,357,1994908,1934514,60394,58807,66408,23.05,22.35,0.7,7672
Israel,358,2101882,1985432,116450,106974,67293,24.28,22.94,1.35,7775
Israel,359,2224931,2040566,184365,123049,68621,25.71,23.58,2.13,7928
Israel,360,2290466,2070721,219745,65535,68649,26.46,23.92,2.54,7931
Israel,361,2345103,2099851,245252,54637,70174,27.09,24.26,2.83,8107
Israel,362,2495749,2167455,328294,150646,85572,28.83,25.04,3.79,9886
Israel,363,2682714,2236670,446044,186965,106659,30.99,25.84,5.15,12323
Israel,364,2890068,2309269,580799,207354,127880,33.39,26.68,6.71,14774
Israel,365,3107772,2386796,720976,217704,143699,35.91,27.58,8.33,16602
Israel,366,3338817,2457948,880869,231045,159127,38.57,28.4,10.18,18384
Israel,367,3446793,2496613,950180,107976,165190,39.82,28.84,10.98,19085
Israel,368,3539618,2537141,1002477,92825,170645,40.89,29.31,11.58,19715
Israel,369,3746949,2608010,1138939,207331,178743,43.29,30.13,13.16,20651
Israel,370,3964524,2696122,1268402,217575,183116,45.8,31.15,14.65,21156
Israel,371,4166408,2777019,1389389,201884,182334,48.14,32.08,16.05,21066
Israel,372,4367274,2857673,1509601,200866,179929,50.46,33.02,17.44,20788
Israel,373,4575830,2939830,1636000,208556,176716,52.87,33.96,18.9,20417
Israel,374,4676512,2977600,1698912,100682,175674,54.03,34.4,19.63,20296
Israel,375,4753172,3012539,1740633,76660,173365,54.91,34.8,20.11,20029
Israel,376,4885123,3086877,1798246,131951,162596,56.44,35.66,20.78,18785
Israel,377,5001967,3169847,1832120,116844,148206,57.79,36.62,21.17,17123
Israel,378,5102109,3239999,1862110,100142,133672,58.95,37.43,21.51,15444
Israel,379,5209744,3299271,1910473,107635,120353,60.19,38.12,22.07,13905
Israel,380,5337320,3371222,1966098,127576,108784,61.66,38.95,22.71,12568
Israel,381,5399405,3405387,1994018,62085,103270,62.38,39.34,23.04,11931
Israel,382,5441637,3426448,2015189,42232,98352,62.87,39.59,23.28,11363
Italy,341,7011,7011,,,,0.01,0.01,,
Italy,342,7981,7981,,970,970,0.01,0.01,,16
Italy,343,8902,8902,,921,946,0.01,0.01,,16
Italy,344,13514,13514,,4612,2168,0.02,0.02,,36
Italy,345,38719,38719,,25205,7927,0.06,0.06,,131
Italy,346,49745,49745,,11026,8547,0.08,0.08,,141
Italy,347,88171,88171,,38426,13527,0.15,0.15,,224
Italy,348,123211,123211,,35040,16600,0.2,0.2,,275
Italy,349,191414,191414,,68203,26205,0.32,0.32,,433
Italy,350,270745,270745,,79331,37406,0.45,0.45,,619
Italy,351,335750,335750,,65005,46034,0.56,0.56,,761
Italy,352,427343,427343,,91593,55518,0.71,0.71,,918
Italy,353,522434,522434,,95091,67527,0.86,0.86,,1117
Italy,354,609165,609165,,86731,74428,1.01,1.01,,1231
Italy,355,669383,669383,,60218,78025,1.11,1.11,,1290
Italy,356,749824,749824,,80441,79773,1.24,1.24,,1319
Italy,357,830678,830678,,80854,79990,1.37,1.37,,1323
Italy,358,923433,923433,,92755,83955,1.53,1.53,,1389
Italy,359,1015285,1015285,,91852,83992,1.68,1.68,,1389
Italy,360,1102966,1102966,,87681,82933,1.82,1.82,,1372
Italy,361,1166616,1166616,,63650,79636,1.93,1.93,,1317
Italy,362,1202513,1199714,2799,35897,76161,1.99,1.98,0,1260
Italy,363,1244123,1236925,7198,41610,70614,2.06,2.05,0.01,1168
Italy,364,1275911,1266931,8980,31788,63605,2.11,2.1,0.01,1052
Italy,365,1305196,1291736,13460,29285,54538,2.16,2.14,0.02,902
Italy,366,1339525,1306657,32868,34329,46320,2.22,2.16,0.05,766
Italy,367,1365131,1318386,46745,25606,37452,2.26,2.18,0.08,619
Italy,368,1403360,1323979,79381,38229,33821,2.32,2.19,0.13,559
Italy,369,1436897,1326968,109929,33537,33483,2.38,2.19,0.18,554
Italy,370,1504980,1331442,173538,68083,37265,2.49,2.2,0.29,616
Italy,371,1584201,1335560,248641,79221,44041,2.62,2.21,0.41,728
Italy,372,1654062,1341415,312647,69861,49838,2.74,2.22,0.52,824
Italy,373,1746416,1345726,400690,92354,58127,2.89,2.23,0.66,961
Italy,374,1842358,1350119,492239,95942,68175,3.05,2.23,0.81,1128
Italy,375,1930823,1353911,576912,88465,75352,3.19,2.24,0.95,1246
Italy,376,1989693,1356361,633332,58870,78971,3.29,2.24,1.05,1306
Italy,377,2072831,1360672,712159,83138,81122,3.43,2.25,1.18,1342
Italy,378,2158043,1366660,791383,85212,81977,3.57,2.26,1.31,1356
Italy,379,2253998,1375340,878658,95955,85705,3.73,2.27,1.45,1418
Italy,380,2354382,1387456,966926,100384,86852,3.89,2.29,1.6,1436
Italy,381,2448869,1403201,1045668,94487,86644,4.05,2.32,1.73,1433
Italy,382,2517090,1416223,1100867,68221,83752,4.16,2.34,1.82,1385
Jersey,369,11385,8334,3051,,,11.26,8.25,3.02,
Jersey,370,,,,,493,,,,4878
Jersey,371,,,,,493,,,,4878
Jersey,372,,,,,493,,,,4878
Jersey,373,,,,,493,,,,4878
Jersey,374,,,,,493,,,,4878
Jersey,375,,,,,493,,,,4878
Jersey,376,14838,11707,3131,,493,14.68,11.58,3.1,4878
Kuwait,342,2500,,,,,0.06,,,
Kuwait,343,,,,,1121,,,,262
Kuwait,344,,,,,1121,,,,262
Kuwait,345,,,,,1121,,,,262
Kuwait,346,,,,,1121,,,,262
Kuwait,347,,,,,1121,,,,262
Kuwait,348,,,,,1121,,,,262
Kuwait,349,,,,,1121,,,,262
Kuwait,350,,,,,1121,,,,262
Kuwait,351,,,,,1121,,,,262
Kuwait,352,,,,,1121,,,,262
Kuwait,353,,,,,1121,,,,262
Kuwait,354,,,,,1121,,,,262
Kuwait,355,,,,,1121,,,,262
Kuwait,356,,,,,1121,,,,262
Kuwait,357,,,,,1121,,,,262
Kuwait,358,,,,,1121,,,,262
Kuwait,359,,,,,1121,,,,262
Kuwait,360,,,,,1121,,,,262
Kuwait,361,,,,,1121,,,,262
Kuwait,362,,,,,1121,,,,262
Kuwait,363,,,,,1121,,,,262
Kuwait,364,,,,,1121,,,,262
Kuwait,365,,,,,1121,,,,262
Kuwait,366,,,,,1121,,,,262
Kuwait,367,,,,,1121,,,,262
Kuwait,368,,,,,1121,,,,262
Kuwait,369,,,,,1121,,,,262
Kuwait,370,,,,,1121,,,,262
Kuwait,371,35000,,,,1121,0.82,,,262
Latvia,342,,595,,,,,0.03,,
Latvia,343,,1473,,,,,0.08,,
Latvia,344,,2261,,,,,0.12,,
Latvia,349,,2960,,,,,0.16,,
Latvia,350,,3849,,,,,0.2,,
Latvia,351,,4625,,,,,0.25,,
Latvia,352,,5434,,,,,0.29,,
Latvia,353,,6339,,,,,0.34,,
Latvia,354,,6644,,,,,0.35,,
Latvia,355,,6980,,,,,0.37,,
Latvia,356,,8346,,,,,0.44,,
Latvia,357,,9973,,,,,0.53,,
Latvia,358,,11480,,,,,0.61,,
Latvia,359,,13299,,,,,0.71,,
Latvia,360,,15167,,,,,0.8,,
Latvia,361,,15834,,,,,0.84,,
Latvia,362,,15951,,,,,0.85,,
Latvia,363,16794,16223,571,,,0.89,0.86,0.03,
Latvia,364,17670,16295,1375,876,125,0.94,0.86,0.07,66
Latvia,365,18440,16314,2126,770,235,0.98,0.86,0.11,125
Latvia,366,18719,16580,2139,279,275,0.99,0.88,0.11,146
Latvia,367,18932,16776,2156,213,305,1,0.89,0.11,162
Latvia,368,,16901,,,343,,0.9,,182
Latvia,369,,,,,381,,,,202
Latvia,370,19724,16920,2804,,419,1.05,0.9,0.15,222
Latvia,371,20572,16950,3622,848,415,1.09,0.9,0.19,220
Latvia,372,21390,17031,4359,818,421,1.13,0.9,0.23,223
Latvia,373,22169,17061,5108,779,493,1.18,0.9,0.27,261
Latvia,374,23131,17115,6016,962,600,1.23,0.91,0.32,318
Latvia,375,23439,17119,6320,308,606,1.24,0.91,0.34,321
Latvia,376,,,6654,,677,,,0.35,359
Latvia,377,24959,17133,7826,,748,1.32,0.91,0.41,397
Latvia,378,26767,17268,9499,1808,885,1.42,0.92,0.5,469
Latvia,379,28384,17508,10876,1617,999,1.5,0.93,0.58,530
Latvia,380,29879,17649,12230,1495,1101,1.58,0.94,0.65,584
Latvia,381,31324,17783,13541,1445,1170,1.66,0.94,0.72,620
Latvia,382,31815,17788,14027,491,1197,1.69,0.94,0.74,635
Liechtenstein,379,833,,,,,2.18,,,
Lithuania,341,2418,2418,,,,0.09,0.09,,
Lithuania,342,5203,5203,,2785,2785,0.19,0.19,,1023
Lithuania,343,8189,8189,,2986,2886,0.3,0.3,,1060
Lithuania,344,9722,9722,,1533,2435,0.36,0.36,,894
Lithuania,345,9747,9747,,25,1832,0.36,0.36,,673
Lithuania,346,,,,,1491,,,,548
Lithuania,347,,,,,1263,,,,464
Lithuania,348,,,,,1100,,,,404
Lithuania,349,,,,,720,,,,264
Lithuania,350,10369,10369,,,311,0.38,0.38,,114
Lithuania,351,13866,13866,,3497,592,0.51,0.51,,217
Lithuania,352,18020,18020,,4154,1182,0.66,0.66,,434
Lithuania,353,23190,23190,,5170,1903,0.85,0.85,,699
Lithuania,354,23494,23494,,304,1928,0.86,0.86,,708
Lithuania,355,23497,23497,,3,1911,0.86,0.86,,702
Lithuania,356,25703,25703,,2206,2208,0.94,0.94,,811
Lithuania,357,27788,27788,,2085,2488,1.02,1.02,,914
Lithuania,358,33934,33934,,6146,2867,1.25,1.25,,1053
Lithuania,359,42556,42556,,8622,3505,1.56,1.56,,1288
Lithuania,360,49811,49811,,7255,3803,1.83,1.83,,1397
Lithuania,361,50900,50900,,1089,3915,1.87,1.87,,1438
Lithuania,362,52030,50942,1088,1130,4076,1.91,1.87,0.04,1497
Lithuania,363,56525,53766,2759,4495,4403,2.08,1.98,0.1,1617
Lithuania,364,62793,56127,6666,6268,5001,2.31,2.06,0.24,1837
Lithuania,365,66262,57764,8498,3469,4618,2.43,2.12,0.31,1696
Lithuania,366,67760,58628,9132,1498,3601,2.49,2.15,0.34,1323
Lithuania,367,68116,58914,9202,356,2615,2.5,2.16,0.34,961
Lithuania,368,68124,58922,9202,8,2461,2.5,2.16,0.34,904
Lithuania,369,,,,,2302,,,,846
Lithuania,370,68161,58959,9202,,1662,2.5,2.17,0.34,611
Lithuania,371,71254,61426,9828,3093,1209,2.62,2.26,0.36,444
Lithuania,372,78139,65258,12881,6885,1697,2.87,2.4,0.47,623
Lithuania,373,85181,68634,16547,7042,2489,3.13,2.52,0.61,914
Lithuania,374,93189,71594,21595,8008,3582,3.42,2.63,0.79,1316
Lithuania,375,93814,71787,22027,625,3670,3.45,2.64,0.81,1348
Lithuania,376,93822,71795,22027,8,3668,3.45,2.64,0.81,1347
Lithuania,377,96696,72847,23849,2874,4076,3.55,2.68,0.88,1497
Lithuania,378,100493,74442,26051,3797,4177,3.69,2.73,0.96,1534
Lithuania,379,107015,76056,30959,6522,4125,3.93,2.79,1.14,1515
Lithuania,380,116523,77567,38956,9508,4477,4.28,2.85,1.43,1645
Lithuania,381,123144,78457,44687,6621,4279,4.52,2.88,1.64,1572
Lithuania,382,123888,78552,45336,744,4296,4.55,2.89,1.67,1578
Luxembourg,344,1200,1200,,,,0.19,0.19,,
Luxembourg,345,,,,,62,,,,99
Luxembourg,346,,,,,62,,,,99
Luxembourg,347,,,,,62,,,,99
Luxembourg,348,,,,,62,,,,99
Luxembourg,349,,,,,62,,,,99
Luxembourg,350,,,,,62,,,,99
Luxembourg,351,,,,,62,,,,99
Luxembourg,352,,,,,62,,,,99
Luxembourg,353,,,,,62,,,,99
Luxembourg,354,,,,,62,,,,99
Luxembourg,355,,,,,62,,,,99
Luxembourg,356,1943,1943,,,62,0.31,0.31,,99
Luxembourg,357,2372,2372,,429,114,0.38,0.38,,182
Luxembourg,358,2871,2871,,499,177,0.46,0.46,,283
Luxembourg,359,3233,3233,,362,220,0.52,0.52,,351
Luxembourg,360,,,,,236,,,,377
Luxembourg,361,,,,,252,,,,403
Luxembourg,362,3755,3755,,,268,0.6,0.6,,428
Luxembourg,363,4569,4569,,814,375,0.73,0.73,,599
Luxembourg,364,5294,5294,,725,417,0.85,0.85,,666
Luxembourg,365,6193,6193,,899,475,0.99,0.99,,759
Luxembourg,366,6897,6897,,704,523,1.1,1.1,,835
Luxembourg,367,,,,,558,,,,891
Luxembourg,368,,,,,592,,,,946
Luxembourg,369,,,,,626,,,,1000
Luxembourg,370,8554,7309,1245,,569,1.37,1.17,0.2,909
Luxembourg,371,9525,8280,1245,971,604,1.52,1.32,0.2,965
Luxembourg,372,10449,9107,1342,924,608,1.67,1.45,0.21,971
Luxembourg,373,11373,9890,1483,924,639,1.82,1.58,0.24,1021
Luxembourg,374,,,,,630,,,,1006
Luxembourg,375,,,,,622,,,,994
Luxembourg,376,12428,10748,1680,,613,1.99,1.72,0.27,979
Luxembourg,377,13241,11336,1905,813,670,2.12,1.81,0.3,1070
Luxembourg,378,14252,11925,2327,1011,675,2.28,1.91,0.37,1078
Luxembourg,379,15407,12597,2810,1155,708,2.46,2.01,0.45,1131
Luxembourg,380,16419,13256,3163,1012,721,2.62,2.12,0.51,1152
Maldives,376,0,,,,,0,,,
Maldives,377,36,,,36,36,0.01,,,67
Maldives,378,,,,,546,,,,1010
Maldives,379,,,,,716,,,,1325
Maldives,380,3204,,,,801,0.59,,,1482
Malta,342,130,,,,,0.03,,,
Malta,343,,,,,259,,,,587
Malta,344,,,,,259,,,,587
Malta,345,,,,,259,,,,587
Malta,346,,,,,259,,,,587
Malta,347,,,,,259,,,,587
Malta,348,,,,,259,,,,587
Malta,349,1940,,,,259,0.44,,,587
Malta,350,,,,,281,,,,636
Malta,351,,,,,304,,,,689
Malta,352,,,,,327,,,,741
Malta,353,,,,,350,,,,793
Malta,354,,,,,373,,,,845
Malta,355,,,,,396,,,,897
Malta,356,4870,,,,419,1.1,,,949
Malta,357,,,,,524,,,,1187
Malta,358,,,,,629,,,,1425
Malta,359,,,,,735,,,,1665
Malta,360,9496,,,,840,2.15,,,1902
Malta,361,,,,,938,,,,2124
Malta,362,11705,,,,1036,2.65,,,2346
Malta,363,13002,,,1297,1162,2.94,,,2632
Malta,364,14276,,,1274,1178,3.23,,,2668
Malta,365,15316,,,1040,1162,3.47,,,2632
Malta,366,16531,,,1215,1170,3.74,,,2650
Malta,367,17767,,,1236,1182,4.02,,,2677
Malta,368,18930,,,1163,1190,4.29,,,2695
Malta,369,19981,18783,1198,1051,1182,4.53,4.25,0.27,2677
Malta,370,21172,19709,1463,1191,1167,4.8,4.46,0.33,2643
Malta,371,22371,20677,1694,1199,1156,5.07,4.68,0.38,2618
Malta,372,23512,21417,2095,1141,1171,5.33,4.85,0.47,2652
Malta,373,24680,22162,2518,1168,1164,5.59,5.02,0.57,2636
Malta,374,25822,22853,2969,1142,1151,5.85,5.18,0.67,2607
Malta,375,26847,23391,3456,1025,1131,6.08,5.3,0.78,2561
Malta,376,,,,,1046,,,,2369
Malta,377,27759,23811,3948,,941,6.29,5.39,0.89,2131
Malta,378,29002,24526,4476,1243,947,6.57,5.55,1.01,2145
Malta,379,30252,25361,4891,1250,963,6.85,5.74,1.11,2181
Malta,380,31633,26223,5410,1381,993,7.16,5.94,1.23,2249
Malta,381,33477,27020,6457,1844,1094,7.58,6.12,1.46,2478
Malta,382,35676,28082,7594,2199,1261,8.08,6.36,1.72,2856
Mexico,338,2924,2924,,,,0,0,,
Mexico,339,,,,,1300,,,,10
Mexico,340,,,,,1300,,,,10
Mexico,341,6824,6824,,,1300,0.01,0.01,,10
Mexico,342,9579,9579,,2755,1664,0.01,0.01,,13
Mexico,343,18529,18529,,8950,3121,0.01,0.01,,24
Mexico,344,24998,24998,,6469,3679,0.02,0.02,,29
Mexico,345,,,,,3695,,,,29
Mexico,346,,,,,4051,,,,31
Mexico,347,,,,,4407,,,,34
Mexico,348,,,,,4763,,,,37
Mexico,349,43960,43960,,,4912,0.03,0.03,,38
Mexico,350,48236,48236,,4276,4244,0.04,0.04,,33
Mexico,351,53185,53185,,4949,4027,0.04,0.04,,31
Mexico,352,58402,58402,,5217,4230,0.05,0.05,,33
Mexico,353,67468,67468,,9066,4984,0.05,0.05,,39
Mexico,354,74794,74794,,7326,5488,0.06,0.06,,43
Mexico,355,81300,81300,,6506,5876,0.06,0.06,,46
Mexico,356,87060,87060,,5760,6157,0.07,0.07,,48
Mexico,357,92879,92879,,5819,6378,0.07,0.07,,49
Mexico,358,192567,192567,,99688,19912,0.15,0.15,,154
Mexico,359,329983,329983,,137416,38797,0.26,0.26,,301
Mexico,360,417375,415417,1958,87392,49987,0.32,0.32,0,388
Mexico,361,463246,461025,2221,45871,55493,0.36,0.36,0,430
Mexico,362,472142,468708,3434,8896,55835,0.37,0.36,0,433
Mexico,363,492529,485983,6546,20387,57924,0.38,0.38,0.01,449
Mexico,364,498122,488513,9609,5593,57892,0.39,0.38,0.01,449
Mexico,365,501030,489628,11402,2908,44066,0.39,0.38,0.01,342
Mexico,366,552335,534317,18018,51305,31765,0.43,0.41,0.01,246
Mexico,367,614808,594725,20083,62473,28205,0.48,0.46,0.02,219
Mexico,368,618768,596296,22472,3960,22217,0.48,0.46,0.02,172
Mexico,369,629626,604441,25185,10858,22498,0.49,0.47,0.02,174
Mexico,370,645105,616390,28715,15479,21797,0.5,0.48,0.02,169
Mexico,371,652319,621005,31314,7214,22028,0.51,0.48,0.02,171
Mexico,372,656044,624730,31314,3725,22145,0.51,0.48,0.02,172
