Entity,Code,Date,"Excess mortality P-scores, ages 15–64","Excess mortality P-scores, ages 65–74","Excess mortality P-scores, ages 75–84","Excess mortality P-scores, ages 85+"
Sweden,SWE,2020-07-19,-4,-5,-4,-3
Sweden,SWE,2020-07-26,-16,-4,-6,5
Sweden,SWE,2020-08-02,-6,-4,13,-11
Sweden,SWE,2020-08-09,-2,-14,13,4
Sweden,SWE,2020-08-16,-5,-5,11,-7
Sweden,SWE,2020-08-23,-6,-4,9,2
Sweden,SWE,2020-08-30,-11,-12,2,-9
Sweden,SWE,2020-09-06,2,-12,0,-5
Sweden,SWE,2020-09-13,-16,-9,4,0
Sweden,SWE,2020-09-20,-23,-2,-1,-7
Sweden,SWE,2020-09-27,-32,-21,-1,-12
Switzerland,CHE,2020-01-05,-15,-3,-8,-13
Switzerland,CHE,2020-01-12,-7,-6,-7,-10
Switzerland,CHE,2020-01-19,-4,-9,-10,-4
Switzerland,CHE,2020-01-26,-7,13,-7,-4
Switzerland,CHE,2020-02-02,-9,-3,2,-5
Switzerland,CHE,2020-02-09,-4,2,-4,-14
Switzerland,CHE,2020-02-16,-11,-13,-6,-8
Switzerland,CHE,2020-02-23,3,-17,-11,-9
Switzerland,CHE,2020-03-01,-7,-16,-12,-11
Switzerland,CHE,2020-03-08,-10,-13,-2,-6
Switzerland,CHE,2020-03-15,-8,-8,4,2
Switzerland,CHE,2020-03-22,-2,8,28,12
Switzerland,CHE,2020-03-29,12,27,22,32
Switzerland,CHE,2020-04-05,6,35,43,57
Switzerland,CHE,2020-04-12,10,19,30,45
Switzerland,CHE,2020-04-19,3,11,27,40
Switzerland,CHE,2020-04-26,20,-3,4,23
Switzerland,CHE,2020-05-03,-19,-13,-7,16
Switzerland,CHE,2020-05-10,-4,-5,-3,0
Switzerland,CHE,2020-05-17,1,-15,3,-3
Switzerland,CHE,2020-05-24,-9,2,-5,1
Switzerland,CHE,2020-05-31,2,-21,-10,1
Switzerland,CHE,2020-06-07,-7,-9,-6,8
Switzerland,CHE,2020-06-14,-9,-2,4,1
Switzerland,CHE,2020-06-21,-3,-4,-8,1
Switzerland,CHE,2020-06-28,-2,-1,1,-4
Switzerland,CHE,2020-07-05,-4,-6,-1,-2
Switzerland,CHE,2020-07-12,-6,-16,6,-2
Switzerland,CHE,2020-07-19,-21,-23,-4,-6
Switzerland,CHE,2020-07-26,-3,-21,1,-3
Switzerland,CHE,2020-08-02,6,-5,2,15
Switzerland,CHE,2020-08-09,-8,-6,5,-3
Switzerland,CHE,2020-08-16,6,-17,5,7
Switzerland,CHE,2020-08-23,-16,-9,-3,7
Switzerland,CHE,2020-08-30,-16,-3,-8,2
Switzerland,CHE,2020-09-06,-23,-10,-10,-5
Switzerland,CHE,2020-09-13,-20,-20,-9,-3
Switzerland,CHE,2020-09-20,-45,-22,-11,-4
United States,USA,2020-01-05,1,2,1,-2
United States,USA,2020-01-12,0,1,0,-2
United States,USA,2020-01-19,1,0,-1,-3
United States,USA,2020-01-26,2,1,0,-2
United States,USA,2020-02-02,1,3,2,-1
United States,USA,2020-02-09,2,3,2,0
United States,USA,2020-02-16,2,3,2,0
United States,USA,2020-02-23,3,5,4,1
United States,USA,2020-03-01,3,6,5,3
United States,USA,2020-03-08,4,6,6,3
United States,USA,2020-03-15,2,7,6,3
United States,USA,2020-03-22,5,8,7,5
United States,USA,2020-03-29,13,17,16,13
United States,USA,2020-04-05,28,35,34,31
United States,USA,2020-04-12,37,51,49,46
United States,USA,2020-04-19,31,50,49,45
United States,USA,2020-04-26,32,45,44,41
United States,USA,2020-05-03,24,36,35,32
United States,USA,2020-05-10,25,32,30,27
United States,USA,2020-05-17,22,28,27,24
United States,USA,2020-05-24,22,22,21,18
United States,USA,2020-05-31,17,19,18,15
United States,USA,2020-06-07,19,15,14,12
United States,USA,2020-06-14,17,14,13,10
United States,USA,2020-06-21,16,15,14,11
United States,USA,2020-06-28,18,16,15,13
United States,USA,2020-07-05,19,18,17,14
United States,USA,2020-07-12,26,22,21,18
United States,USA,2020-07-19,26,26,25,22
United States,USA,2020-07-26,26,28,27,25
United States,USA,2020-08-02,23,27,26,23
United States,USA,2020-08-09,21,27,26,23
United States,USA,2020-08-16,20,25,24,21
United States,USA,2020-08-23,13,21,20,17
United States,USA,2020-08-30,7,14,13,11
United States,USA,2020-09-06,-1,8,7,5
United States,USA,2020-09-13,-8,0,-1,-3
